id,name,external_id,external_id_type,entity_type,place_id,province_id,autonomous_region_id,dir3,ute_id,administration_level,parent_id,nifs,custom_place_id,is_contractor,is_assignee,slug,address,postal_code,country_name,country_code,place_name,import_pending
219371,Junta Vecinal de Lamadrid ,,,2,39091,39,6,L04390208,,,,{P3900233B},,t,f,juntavecinaldelamadrid,"Lamadrid, s/n",39593,España,ES,Valdáliga,f
32273,Junta Vecinal de la EATIM de San Gil,,,,10903,10,11,L04100009,,,,{P6015101F},,t,f,juntavecinaldelaeatimdesangil,Trav. Sta. Cristina s/n,10690,España,ES,Alagón del Río,f
47859,Junta Vecinal de Ferral de Bernesga,,,,24189,24,7,L04240313,,,,{P2400189C},,t,f,juntavecinaldeferraldebernesga,Rosario,24282,España,ES,Valverde de la Virgen,f
52486,Junta Vecinal de la Entidad Local Menor de Navalcaballo,,,,42149,42,7,L04420055,,,,{P4220800I},,t,f,juntavecinaldelaentidadlocalmenordenavalcaballo,Calle Plaza Mayor s/n,42290,España,ES,"Rábanos, Los",f
79167,Junta Vecinal de Citores del Páramo,,,,9363,9,7,L04090125,,,,{P0900067J},,t,f,juntavecinaldecitoresdelpramo,"Plaza Mayor, 1",9123,España,ES,Sasamón,f
227334,Junta Vecinal de Caviedes,,,,39091,39,6,L04390120,,,,{P3900235G},,t,f,juntavecinaldecaviedes,Caviedes s/n,39593,España,ES,Valdáliga,f
14997,Junta Vecinal Amaya (Ayuntamiento de Sotresgudo),,,4,9373,9,7,L04090015,,,,{P0900021G},,t,f,juntavecinalamayaayuntamientodesotresgudo,,,,,,f
228085,Junta Vecinal de Roiz,,,,39091,39,6,L04390365,,,,{P3900232D},,t,f,juntavecinalderoiz,Lamadrid s/n,39593,España,ES,Valdáliga,f
232685,Junta Vecinal de la Entidad Local Menor de Valdesalor,,,,10037,10,11,L04100003,,,,{P1000005G},,t,f,juntavecinaldelaentidadlocalmenordevaldesalor,"Plaza de España, 1",10164,España,ES,Cáceres,f
239581,junta Vecinal de Saravillo,,,,22227,22,2,L04220036,,,,{P2200006A},,t,f,juntavecinaldesaravillo,"Plaza Mayor, 1",22366,España,ES,Tella-Sin,f
103512,Junta Vecinal de la Entidad Local Autónoma de Ventas de Zafarraya,,,,,,,L04180008,,,,{P1800041D},,t,f,juntavecinaldelaentidadlocalautnomadeventasdezafarraya,"Plaza Sto. Domingo de Guzmán, 1",18125,España,ES,,f
15563,Junta Vecinal de Castrocontrigo,,,,24047,24,7,L04240212,,,,{P2400188E},,t,f,juntavecinaldecastrocontrigo,C/ El Granero nº 3,24735,España,ES,Castrocontrigo,f
20375,Junta Vecinal de la Entidad Local Menor de Gandarilla,,,,39095,39,6,L04390176,,,,{P3900250F},,t,f,juntavecinaldelaentidadlocalmenordegandarilla,Barrio Gandarilla,39549,España,ES,Val de San Vicente,f
213640,Junta Vecinal de Zangández,,,,9238,9,7,L04090650,,,,{P0900468J},,t,f,juntavecinaldezangndez,"Plaza del Ayuntamiento, 1",9530,España,ES,Oña,f
203823,Junta Vecinal de la Entidad Local Menor de Moraleja de Coca,,,,40138,40,7,L04400010,,,,{P4000053A},,t,f,juntavecinaldelaentidadlocalmenordemoralejadecoca,"Plaza Constitución, 1",40461,España,ES,Nava de la Asunción,f
44776,Junta Vecinal de Arroyo de Valdivielso,,,,9238,9,7,L04090035,,,,{P0900244E},,t,f,juntavecinaldearroyodevaldivielso,Arroyo de Valdivielso,9559,España,ES,Oña,f
24979,Junta o Concejo Vecinal de Otañes - Castro Urdiales ,,,,39020,39,6,L04390282,,,,{P3900394B},,t,f,juntaoconcejovecinaldeotaescastrourdiales,"BARRIO DE SAN ROQUE, S/N",39707,España,ES,Castro-Urdiales,f
19171,Presidencia de la Entidad Local Autónoma de Castil de Campos ,,,,14055,14,1,L04140004,,,,{P1400029C},,t,f,presidenciadelaentidadlocalautnomadecastildecampos,"Plaza Nueva, 1",14815,España,ES,Priego de Córdoba,f
28870,Junta General de la Mancomunidad Lea Artibai,,,,48060,48,16,L05480006,,,,{P4800032G},,t,f,juntageneraldelamancomunidadleaartibai,"Xemein Etorbidea, 13",48270,España,ES,Markina-Xemein,f
42444,Junta Vecinal de la Entidad Local Menor de Campillo de Salvatierra,,,,37156,37,7,L04370020,,,,{P3700015E},,t,f,juntavecinaldelaentidadlocalmenordecampillodesalvatierra,Pza del Reloj 1,37778,España,ES,Guijuelo,f
239487,Presidencia de la Entidad Local Autónoma de Picena,,,,18903,18,1,L04180004,,,,{P1800015H},,t,f,presidenciadelaentidadlocalautnomadepicena,"Pza de la Constitución, nº 1",18494,España,ES,Nevada,f
26558,Junta o Concejo Vecinal de Ontón - Castro Urdiales (Cantabria),,,2,39020,39,6,L04390274,,,,{P3900401E},,t,f,juntaoconcejovecinaldeontncastrourdialescantabria,Ctra. nacional 634,39708,España,ES,Castro-Urdiales,f
17620,Junta de la Mancomunidad Vega del Guadalix,,,,28086,28,13,L05280051,,,,{P2800092E},,t,f,juntadelamancomunidadvegadelguadalix,Calle Remolino 4,28710,España,ES,"Molar, El",f
227581,Junta Vecinal de la Entidad Local Menor de San Pedro Samuel,,,,9907,9,7,L04090472,,,,{P0935200F},,t,f,juntavecinaldelaentidadlocalmenordesanpedrosamuel,Calle Alta-Paralela nº 2,9131,España,ES,Alfoz de Quintanadueñas,f
18324,Junta o Concejo Vecinal de Lusa - Castro Urdiales ,,,,39020,39,6,L04390229,,,,{P3900393D},,t,f,juntaoconcejovecinaldelusacastrourdiales,Bº Lusa 18,39706,España,ES,Castro-Urdiales,f
35843,Junta o Concejo de la  Junta Vecinal de Mioño ,,,,39020,39,6,L04390249,,,,{P3900396G},,t,f,juntaoconcejodelajuntavecinaldemioo,Plaza Los Mártires s/n,39708,España,ES,Castro-Urdiales,f
239473,Junta Vecinal de Brizuela,,,,9903,9,7,L04090076,,,,{P0900178E},,t,f,juntavecinaldebrizuela,"Plaza de la Fuente, 3",9557,España,ES,Villarcayo de Merindad de Castilla la Vieja,f
195717,Junta General de la Comunidad de Villa y Tierra de Ágreda,,,,42134,42,7,L08420003,,,,{P4200067I},,t,f,juntageneraldelacomunidaddevillaytierradegreda,"C/ Mayor, s/n",42108,España,ES,Ólvega,f
4310,Junta de Gobierno Local del Ayuntamiento de Zafra,,,4,6158,6,11,L01061588,,,,{P0615800J},,t,f,juntadegobiernolocaldelayuntamientodezafra,"Plaza de Pilar Redondo, 1",6300,España,ES,Zafra,f
4764,Junta de Gobierno Local del Ayuntamiento de Villanueva del Río Segura,,,4,30042,30,14,L01300428,,,,{P3004200F},,t,f,juntadegobiernolocaldelayuntamientodevillanuevadelrosegura,"Plaza de la Constitución, 1",30613,España,ES,Villanueva del Río Segura,f
14734,Junta de Gobierno Local del Ayuntamiento de Villanueva del Campo ,,,4,49260,49,7,L01492601,,,,{P4928900B},,t,f,juntadegobiernolocaldelayuntamientodevillanuevadelcampo,,,,,,f
4201,Junta de Gobierno Local del Ayuntamiento de Vimianzo,,,4,15014,15,12,L01150927,,,,{P1509300H},,t,f,juntadegobiernolocaldelayuntamientodevimianzo,"Praza do Concello,6",15119,España,ES,Cabana de Bergantiños,f
216114,Junta General de la Comunidad de Villa y Tierra de Pedraza,,,,40156,40,7,L08400008,,,,{P4000007G},,t,f,juntageneraldelacomunidaddevillaytierradepedraza,"Calle Real, 4",40172,España,ES,Pedraza,f
18356,Junta de la Mancomunidad Embalse del Atazar,,,,28021,28,13,L05280038,,,,{P2800036B},,t,f,juntadelamancomunidadembalsedelatazar,"C/ Real, 47",28192,España,ES,"Berrueco, El",f
10547,Junta de Gobierno Local del Ayuntamiento de Tírig,,,4,12111,12,10,L01121114,,,,{P1211100A},,t,f,juntadegobiernolocaldelayuntamientodetrig,Calle Valencia 18,12179,España,ES,Tírig,f
44318,Alcaldía del Concello de Pontecesuresl,,,,36044,36,12,L01360448,,,,{P3604400F},,t,f,alcaldadelconcellodepontecesuresl,"Avenida de Vigo, nº 2",36640,España,ES,Pontecesures,f
78204,Junta de Gobierno Local del Concello de Muiños,,,,32051,32,12,L01320512,,,,{P3205200C},,t,f,juntadegobiernolocaldelconcellodemuios,"Plaza San Rosendo, 1",32880,España,ES,Muíños,f
44718,Junta de la Mancomunidad Cinco Villas,,,,33051,33,3,L05330021,,,,{P3300006H},,t,f,juntadelamancomunidadcincovillas,Plaza Marquesa de Casa Valdés,33120,España,ES,Pravia,f
7411,Junta de Gobierno Local del Concello de Mos,,,,36033,36,12,L01360335,,,,{P3603300I},,t,f,juntadegobiernolocaldelconcellodemos,Praza de Concello,36416,España,ES,Mos,f
4919,Junta de Govern Local de l'Ajuntament de L'Alqueria de la Comtessa,,,4,46037,46,10,L01460370,,,,{P4603700H},,t,f,juntadegovernlocaldelajuntamentdelalqueriadelacomtessa,,,,,,f
18362,Junta de Gobierno Local del Ayuntamiento de Vélez de Benaudalla,,,4,18184,18,1,L01181844,,,,{P1818800C},,t,f,juntadegobiernolocaldelayuntamientodevlezdebenaudalla,Blas Infante 23,18670,España,ES,Vélez de Benaudalla,f
11703,Junta de Gobierno Local del Ayuntamiento de Villaturiel,,,4,24227,24,7,L01242278,,,,{P2423100C},,t,f,juntadegobiernolocaldelayuntamientodevillaturiel,Calle Real nº 2,24226,España,ES,Villaturiel,f
41265,Junta de Gobierno Local del Ayuntamiento de Villarrasa,,,4,21077,21,1,L01210773,,,,{P2107600E},,t,f,juntadegobiernolocaldelayuntamientodevillarrasa,"Plaza de España, 7",21850,España,ES,Villarrasa,f
41364,Junta de Gobierno Local del Ayuntamiento de Zarzalejo,,,4,28183,28,13,L01281837,,,,{P2818300B},,t,f,juntadegobiernolocaldelayuntamientodezarzalejo,,,,,,f
43663,Junta de Gobierno Local del Ayuntamiento de Valderrubio,,,4,18914,18,1,L01189141,,,,{P1800037B},,t,f,juntadegobiernolocaldelayuntamientodevalderrubio,C/ Veleta 24,18250,España,ES,Valderrubio,f
10709,Junta de Gobierno Local del Concello do Rosal,,,,36048,36,12,L01360486,,,,{P3604800G},,t,f,juntadegobiernolocaldelconcellodorosal,Praza do Calvario 1,36770,España,ES,"Rosal, O",f
45491,Junta de Gobierno Local del Ayuntamiento de Villamanín,,,4,24901,24,7,L01249017,,,,{P2413800J},,t,f,juntadegobiernolocaldelayuntamientodevillamann,,,,,,f
14851,Alcaldía del Ayuntamiento de Urda,,,4,45200,45,8,L01451777,,,,{P4517800A},,t,f,alcaldadelayuntamientodeurda,"Gta. Juan Carlos I, nº 1",45480,España,ES,"Yébenes, Los",f
74761,Junta de Gobierno Local del Ayuntamiento de Trasmiras,,,4,32082,32,12,L01320821,,,,{P3208300H},,t,f,juntadegobiernolocaldelayuntamientodetrasmiras,Otero Pedrayo 174,32695,España,ES,Trasmiras,f
139296,Junta de Gobierno Local del Ayuntamiento de Vegaquemada,,,4,24199,24,7,L01241993,,,,{P2420300B},,t,f,juntadegobiernolocaldelayuntamientodevegaquemada,"Calle Pablo Díez, 12",24152,España,ES,Vegaquemada,f
19487,Pleno del Ayuntamiento de Totalán,,,4,29092,29,1,L01290923,,,,{P2909200D},,t,f,plenodelayuntamientodetotaln,"C/ Del Real, 28",29127,España,ES,Totalán,f
31407,Junta de Gobierno Local del Ayuntamiento de Villafranca de los Caballeros,,,4,45187,45,8,L01451875,,,,{P4518800J},,t,f,juntadegobiernolocaldelayuntamientodevillafrancadeloscaballeros,,,,,,f
41374,Junta de Gobierno Local del Ayuntamiento de Valdeaveruelo,,,4,19300,19,8,L01193009,,,,{P1936100E},,t,f,juntadegobiernolocaldelayuntamientodevaldeaveruelo,,,,,,f
52526,Alcaldía del Ayuntamiento de Valverde del Fresno,,,4,10205,10,11,L01102052,,,,{P1020900E},,t,f,alcaldadelayuntamientodevalverdedelfresno,Plaza de la Constitución,10890,España,ES,Valverde del Fresno,f
42356,Junta de Gobierno Local del Ayuntamiento de San Sadurniño,,,4,15076,15,12,L01150768,,,,{P1507700A},,t,f,juntadegobiernolocaldelayuntamientodesansadurnio,"O Casal, número 16",15560,España,ES,San Sadurniño,f
464483,Rectorado de la Universidad de les Illes Balears,,,,7040,7,4,U00300001,,,,{Q0718001A},,t,t,rectoradodelauniversidaddelesillesbalears,"Ctra. de Valldemossa, Km. 7,5",7122,España,ES,Palma de Mallorca,f
20920,Junta de Gobierno Local del Ayuntamiento de Seseña,,,4,45161,45,8,L01451611,,,,{P4516200E},,t,f,juntadegobiernolocaldelayuntamientodesesea,Plaza Bayona 1,45223,España,ES,Seseña,f
4401,Pleno del Ayuntamiento de Las Regueras,,,4,33054,33,3,L01330544,,,,{P3305400H},,t,f,plenodelayuntamientodelasregueras,"Santullano, 1",33190,España,ES,"Regueras, Las",f
10263,Junta de Gobierno Local del Ayuntamiento de Mondoñedo,,,4,27030,27,12,L01270305,,,,{P2703000F},,t,f,juntadegobiernolocaldelayuntamientodemondoedo,Plaza do Concello,27740,España,ES,Mondoñedo,f
8937,Junta de Gobierno Local del Ayuntamiento de Patones,,,4,28153,28,13,L01281071,,,,{P2810700A},,t,f,juntadegobiernolocaldelayuntamientodepatones,"Plaza de la Constitución, 1",28189,España,ES,Torremocha de Jarama,f
20169,Junta de Gobierno Local del Ayuntamiento de Outes,,,4,15062,15,12,L01150623,,,,{P1506300A},,t,f,juntadegobiernolocaldelayuntamientodeoutes,C/ Da Vila nún 1 - Serra de Outes,15230,España,ES,Outes,f
40773,Alcaldía del Ayuntamiento de Oza-Cesuras,,,4,15902,15,12,L01159027,,,,{P1500029B},,t,f,alcaldadelayuntamientodeozacesuras,"Lois, nº 33 - Oza",15388,España,ES,Oza-Cesuras,f
9357,Junta de Gobierno Local del Ayuntamiento de Sant Antoni de Portmany,,,4,7046,7,4,L01070466,,,,{P0704600F},,t,f,juntadegobiernolocaldelayuntamientodesantantonideportmany,Paseo de la Mar,7820,España,ES,Sant Antoni de Portmany,f
21650,Junta de Gobierno Local del Ayuntamiento de San Carlos del Valle,,,4,13074,13,8,L01130744,,,,{P1307400J},,t,f,juntadegobiernolocaldelayuntamientodesancarlosdelvalle,"Calle Agapito Sánchez, 2",13247,España,ES,San Carlos del Valle,f
11989,Junta de Gobierno Local del Ayuntamiento de Paredes de Nava,,,4,34123,34,7,L01341230,,,,{P3412300J},,t,f,juntadegobiernolocaldelayuntamientodeparedesdenava,Plaza San Francisco 1,34300,España,ES,Paredes de Nava,f
40972,Junta de Gobierno Local del Ayuntamiento de San Cristóbal de Segovia,,,4,40906,40,7,L01409062,,,,{P4000040H},,t,f,juntadegobiernolocaldelayuntamientodesancristbaldesegovia,Plaza de la Constitución nº 1,40197,España,ES,San Cristóbal de Segovia,f
42768,Alcaldía del Ayuntamiento de Pina de Ebro,,,4,50208,50,2,L01502088,,,,{P5020900F},,t,f,alcaldadelayuntamientodepinadeebro,"Plaza De España, 47",50750,España,ES,Pina de Ebro,f
43897,Junta de Gobierno Local del Ayuntamiento de Sineu,,,4,7060,7,4,L01070602,,,,{P0706000G},,t,f,juntadegobiernolocaldelayuntamientodesineu,,,,,,f
44941,Junta de Gobierno Local del Ayuntamiento de Santa Colomba de Somoza,,,4,24152,24,7,L01241529,,,,{P2415500D},,t,f,juntadegobiernolocaldelayuntamientodesantacolombadesomoza,,,,,,f
4683,Junta de Gobierno Local del Ayuntamiento de la Villa de Otura,,,4,18149,18,1,L01181494,,,,{P1815200I},,t,f,juntadegobiernolocaldelayuntamientodelavilladeotura,Plaza de España nº 3,18630,España,ES,Villa de Otura,f
4836,Alcaldía del Ayuntamiento de Nuevo Baztán,,,4,28179,28,13,L01281006,,,,{P2810000F},,t,f,alcaldadelayuntamientodenuevobaztn,"Plaza de la Iglesia, 7",28514,España,ES,Villar del Olmo,f
42625,Junta de Gobierno Local del Ayuntamiento de Oímbra,,,4,32053,32,12,L01320533,,,,{P3205400I},,t,f,juntadegobiernolocaldelayuntamientodeombra,"Avenida do Carregal, num. 3",32613,España,ES,Oímbra,f
43638,Alcaldía del Ayuntamiento de Moraleja,,,4,10128,10,11,L01101284,,,,{P1013100A},,t,f,alcaldadelayuntamientodemoraleja,Plaza de España nº 1,10840,España,ES,Moraleja,f
5032,Alcaldía del Ayuntamiento de La Zubia,,,4,19143,19,8,L01181937,,,,{P1819700D},,t,f,alcaldadelayuntamientodelazubia,Plaza del Ayuntamiento s/n,18140,España,ES,Horche,f
77854,Junta de Gobierno Local del Ayuntamiento de Páramo del Sil,,,4,24110,24,7,L01241106,,,,{P2411300C},,t,f,juntadegobiernolocaldelayuntamientodepramodelsil,"Plaza Ayuntamiento, sn",24470,España,ES,Páramo del Sil,f
25821,Junta de Gobierno Local del Ayuntamiento de Molinaseca,,,4,24100,24,7,L01241008,,,,{P2410200F},,t,f,juntadegobiernolocaldelayuntamientodemolinaseca,,,,,,f
46670,Alcaldía del Ayuntamiento de Membrilla,,,4,13054,13,8,L01130548,,,,{P1305400B},,t,f,alcaldadelayuntamientodemembrilla,"Plaza Grande, 3",13230,España,ES,Membrilla,f
203412,Pleno del Ayuntamiento de Magán,,,4,45088,45,8,L01450882,,,,{P4508900J},,t,f,plenodelayuntamientodemagn,"Pza. Ayuntamiento, 1",45590,España,ES,Magán,f
45024,Junta de Gobierno Local del Ayuntamiento de Maria de Huerva,,,4,50163,50,2,L01501633,,,,{P5016400C},,t,f,juntadegobiernolocaldelayuntamientodemariadehuerva,"Plaza España, 1",50430,España,ES,María de Huerva,f
3189,Junta de Gobierno Local del Ayuntamiento de Lorca,,,4,30024,30,14,L01300243,,,,{P3002400D},,t,f,juntadegobiernolocaldelayuntamientodelorca,"Plaza de España, 1",30800,España,ES,Lorca,f
8132,Junta de Gobierno Local del Ayuntamiento de Marmolejo,,,4,23059,23,1,L01230597,,,,{P2305900I},,t,f,juntadegobiernolocaldelayuntamientodemarmolejo,"Plaza de la Constitución, 1",23770,España,ES,Marmolejo,f
41607,Junta de Gobierno Local del Ayuntamiento de Gines,,,4,41047,41,1,L01410476,,,,{P4104700B},,t,f,juntadegobiernolocaldelayuntamientodegines,Plaza de España,41960,España,ES,Gines,f
4019,Junta de Gobierno Local del Ayuntamiento de Gondomar,,,4,36021,36,12,L01360216,,,,{P3602100D},,t,f,juntadegobiernolocaldelayuntamientodegondomar,"Dr. Latino Salgueiro, 1",36380,España,ES,Gondomar,f
5432,Junta de Gobierno Local del Ayuntamiento de Guadix,,,4,18089,18,1,L01180896,,,,{P1809100I},,t,f,juntadegobiernolocaldelayuntamientodeguadix,Plaza de la Constitución nº 1,18500,España,ES,Guadix,f
6494,Junta de Gobierno Local del Ayuntamiento de Gallur,,,4,50118,50,2,L01501187,,,,{P5011900G},,t,f,juntadegobiernolocaldelayuntamientodegallur,,,,,,f
13317,Junta de Gobierno Local del Ayuntamiento de Monterrei,,,4,32050,32,12,L01320505,,,,{P3205100E},,t,f,juntadegobiernolocaldelayuntamientodemonterrei,"Calle Fontiñas, núm 2",32618,España,ES,Monterrei,f
11914,Junta de Gobierno Local del Ayuntamiento de Merindad de Río Ubierna,,,4,9906,9,7,L01099064,,,,{P0950800C},,t,f,juntadegobiernolocaldelayuntamientodemerindadderoubierna,C/ Carrebarriuso nº 39,9140,España,ES,Merindad de Río Ubierna,f
41608,Junta de Gobierno Local del Ayuntamiento de La Vilavella,,,4,12136,12,10,L01121362,,,,{P1213600H},,t,f,juntadegobiernolocaldelayuntamientodelavilavella,"Plaza de la Vila, 1",12526,España,ES,"Vilavella, la",f
7934,Alcaldía del Ayuntamiento de Laredo,,,4,39035,39,6,L01390358,,,,{P3903500A},,t,f,alcaldadelayuntamientodelaredo,Avda España 6,39770,España,ES,Laredo,f
30318,Pleno del Ayuntamiento de Jun,,,4,18111,18,1,L01181113,,,,{P1811300A},,t,f,plenodelayuntamientodejun,Plaza Alcalde Antonio Rodríguez Ruiz nº 6,18213,España,ES,Jun,f
26002,Junta de Gobierno Local del Ayuntamiento de Igüeña,,,4,24083,24,7,L01240830,,,,{P2408500C},,t,f,juntadegobiernolocaldelayuntamientodeigea,Paseo del Catoute nº 5,24312,España,ES,Igüeña,f
201987,Junta de Gobierno Local del Ayuntamiento de Gójar,,,4,18084,18,1,L01180845,,,,{P1808600I},,t,f,juntadegobiernolocaldelayuntamientodegjar,Plaza de la Constitución,18150,España,ES,Padul,f
6578,Junta de Gobierno Local del Ayuntamiento de Irixoa,,,4,15039,15,12,L01150392,,,,{P1504000I},,t,f,juntadegobiernolocaldelayuntamientodeirixoa,Pazo de Irixoa nº 6-A,15313,España,ES,Irixoa,f
12526,Junta de Gobierno Local del Ayuntamiento de Hoyo de Manzanares,,,4,28072,28,13,L01280724,,,,{P2807200G},,t,f,juntadegobiernolocaldelayuntamientodehoyodemanzanares,"Pza. Mayor, s/n",28240,España,ES,Hoyo de Manzanares,f
15976,Junta de Gobierno Local del Ayuntamiento de Mañón,,,4,15044,15,12,L01150449,,,,{P1504500H},,t,f,juntadegobiernolocaldelayuntamientodeman,Plaza del Mesón,15337,España,ES,Mañón,f
32697,Junta de Gobierno Local del Ayuntamiento de Corullón,,,4,24059,24,7,L01240592,,,,{P2406100D},,t,f,juntadegobiernolocaldelayuntamientodecorulln,,,,,,f
42469,Junta de Gobierno Local del Ayuntamiento de Guaro,,,4,29067,29,1,L01290580,,,,{P2905800E},,t,f,juntadegobiernolocaldelayuntamientodeguaro,"Plaza de la Constitución, 5",29018,España,ES,Málaga,f
43428,Junta de Gobierno Local del Ayuntamiento de Leiro,,,4,32040,32,12,L01320408,,,,{P3204100F},,t,f,juntadegobiernolocaldelayuntamientodeleiro,"Gabino Bugallal, 39",32420,España,ES,Leiro,f
44934,Junta de Gobierno Local del Ayuntamiento de Fuente Vaqueros,,,4,18079,18,1,L01180798,,,,{P1808100J},,t,f,juntadegobiernolocaldelayuntamientodefuentevaqueros,,,,,,f
41570,Junta de Gobierno Local del Ayuntamiento de Chiloeches,,,4,19105,19,8,L01191057,,,,{P1912600B},,t,f,juntadegobiernolocaldelayuntamientodechiloeches,C/ Mayor 18,19160,España,ES,Chiloeches,f
6904,Junta de Gobierno Local del Ayuntamiento de Lanjarón,,,4,18904,18,1,L01181165,,,,{P1811800J},,t,f,juntadegobiernolocaldelayuntamientodelanjarn,Pz de la Constitución nº 29,18420,España,ES,Alpujarra de la Sierra,f
196970,Junta de Gobierno Local del Ayuntamiento de Entrimo,,,4,32030,32,12,L01320300,,,,{P3203100G},,t,f,juntadegobiernolocaldelayuntamientodeentrimo,"Praza do Concello, s/n, A Terrachá",32860,España,ES,Entrimo,f
66296,Junta de Gobierno Local del Ayuntamiento de Esparragosa de Lares,,,4,6048,6,11,L01060482,,,,{P0604800C},,t,f,juntadegobiernolocaldelayuntamientodeesparragosadelares,"Plaza de España, 13",6620,España,ES,Esparragosa de Lares,f
898,Alcaldía del Ayuntamiento de Cúllar,,,4,18098,18,1,L01180567,,,,{P1805700J},,t,f,alcaldadelayuntamientodecllar,"Plaza de la Constitución, 1",18850,España,ES,Huéscar,f
10054,Alcaldía del Ayuntamiento de Huelma,,,4,23044,23,1,L01230449,,,,{P2304400A},,t,f,alcaldadelayuntamientodehuelma,Plaza de España 1,23560,España,ES,Huelma,f
11915,Junta de Gobierno Local del Ayuntamiento de Fuentesaúco ,,,4,49081,49,7,L01490816,,,,{P4909400F},,t,f,juntadegobiernolocaldelayuntamientodefuentesaco,Plaza Mayor 1,49400,España,ES,Fuentesaúco,f
3900,Junta de Gobierno Local del Ayuntamiento de Ferrol,,,4,15036,15,12,L01150367,,,,{P1503700E},,t,f,juntadegobiernolocaldelayuntamientodeferrol,Plaza de Armas S/N,15402,España,ES,Ferrol,f
9106,Junta de Gobierno Local del Ayuntamiento de Gradefes,,,4,24079,24,7,L01240798,,,,{P2408100B},,t,f,juntadegobiernolocaldelayuntamientodegradefes,,,,,,f
2347,Alcalde-Presidente del Ayuntamiento de Figueruelas,,,4,50107,50,2,L01501073,,,,{P5010800J},,t,f,alcaldepresidentedelayuntamientodefigueruelas,"Avenida De Zaragoza, 11",50639,España,ES,Figueruelas,f
42193,Junta de Gobierno Local del Ayuntamiento de Fresno de la Vega,,,4,24073,24,7,L01240732,,,,{P2407500D},,t,f,juntadegobiernolocaldelayuntamientodefresnodelavega,,,,,,f
94258,Junta de Gobierno Local del Ayuntamiento de Culla,,,4,12051,12,10,L01120516,,,,{P1205100I},,t,f,juntadegobiernolocaldelayuntamientodeculla,"C/ Recaredo García, 20",12163,España,ES,Culla,f
43243,Junta de Gobierno Local del Ayuntamiento de Cedeira,,,4,15022,15,12,L01150222,,,,{P1502200G},,t,f,juntadegobiernolocaldelayuntamientodecedeira,"C/ Real, 15",15350,España,ES,Cedeira,f
45788,Junta de Gobierno Local del Ayuntamiento de Fornelos de Montes,,,4,36019,36,12,L01360195,,,,{P3601900H},,t,f,juntadegobiernolocaldelayuntamientodefornelosdemontes,"Praza da Igrexa, 1",36847,España,ES,Fornelos de Montes,f
4427,Junta de Gobierno Local del Ayuntamiento de Cualedro,,,4,32028,32,12,L01320283,,,,{P3202900A},,t,f,juntadegobiernolocaldelayuntamientodecualedro,"Avda Portugal, 8",32689,España,ES,Cualedro,f
42750,Junta de Gobierno Local del Ayuntamiento de Colmenar del Arroyo,,,4,28042,28,13,L01280421,,,,{P2804200J},,t,f,juntadegobiernolocaldelayuntamientodecolmenardelarroyo,Plaza de España nº 1,28213,España,ES,Colmenar del Arroyo,f
5379,Junta de Gobierno Local del Ayuntamiento de Capdepera,,,4,7014,7,4,L01070146,,,,{P0701400D},,t,f,juntadegobiernolocaldelayuntamientodecapdepera,"C/ Ciutat, 20",7580,España,ES,Capdepera,f
7780,Alcaldía del Ayuntamiento de Blanca,,,4,30011,30,14,L01300119,,,,{P3001100A},,t,f,alcaldadelayuntamientodeblanca,"Calle Anguillara Sabazia, 7",30540,España,ES,Blanca,f
10730,Alcaldía del Ayuntamiento de Cantimpalos,,,4,40041,40,7,L01400411,,,,{P4004500G},,t,f,alcaldadelayuntamientodecantimpalos,"Plaza Mayor, 1",40360,España,ES,Cantimpalos,f
6616,Junta de Gobierno Local del Ayuntamiento de Cuadros,,,4,24061,24,7,L01240613,,,,{P2406300J},,t,f,juntadegobiernolocaldelayuntamientodecuadros,"Calle Real, 108",24620,España,ES,Cuadros,f
5603,Alcaldía del Ayuntamiento de Brión,,,4,15013,15,12,L01150130,,,,{P1501300F},,t,f,alcaldadelayuntamientodebrin,Praza do Concello,15865,España,ES,Brión,f
6505,Junta de Gobierno Local del Ayuntamiento de Esquivias,,,4,45064,45,8,L01450648,,,,{P4506400C},,t,f,juntadegobiernolocaldelayuntamientodeesquivias,"Plaza de Don Quijote, 2",45221,España,ES,Esquivias,f
2723,Junta de Gobierno Local del Ayuntamiento de Borja,,,4,50292,50,2,L01500554,,,,{P5005500C},,t,f,juntadegobiernolocaldelayuntamientodeborja,"Pza. De España, 1",50540,España,ES,Villarreal de Huerva,f
16268,Junta de Gobierno Local del Ayuntamiento de Cubillos del Sil,,,4,24064,24,7,L01240649,,,,{P2406600C},,t,f,juntadegobiernolocaldelayuntamientodecubillosdelsil,Plaza General Gómez Núñez,24492,España,ES,Cubillos del Sil,f
7275,Junta de Gobierno Local del Ayuntamiento de Carrocera,,,4,24040,24,7,L01240401,,,,{P2404200D},,t,f,juntadegobiernolocaldelayuntamientodecarrocera,"Pz. Mayor, 2",24123,España,ES,Carrocera,f
203877,Junta de Gobierno Local del Ayuntamiento de Daya Vieja,,,4,3062,3,10,L01030627,,,,{P0306200G},,t,f,juntadegobiernolocaldelayuntamientodedayavieja,"Plaza del León, nº 2",3177,España,ES,San Fulgencio,f
13826,Junta de Gobierno Local del Ayuntamiento de Candeleda,,,4,5047,5,7,L01050473,,,,{P0504700F},,t,f,juntadegobiernolocaldelayuntamientodecandeleda,C/ Plaza Mayor nº 1,5480,España,ES,Candeleda,f
